id,order_num,date,total
264,219068,21/12/24 22:38,"דיסק חיצוני 2.5 Western Digital Elements 1TB
                            

מק""ט: WD-E1000



                            ₪229
                        
1

₪229










                                צורב פנימי RW Bulk -/+LITEON 5.25 SATA III X24 DVD
                            

מק""ט: 22201



                            ₪57
                        
1

₪57










                                באנדל חלקים Solid/SAMA 500W H610M DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040










                                דיסק SanDisk SSD PLUS SATA III 1TB up to 535 MBps
                            

מק""ט: SSD-SN-4101T01



                            ₪199
                        
1

₪199










                                סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪69
                        
2

₪138"
265,219150,22/12/24 12:08,"באנדל חלקים Solid/SAMA 500W H610M DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040"
266,219358,23/12/24 10:38,"מארז שחור כולל ספק כוח SAMA CA-505 ATX Mid Tower Psu 500W USB3
                            

מק""ט: 931640



                            ₪159
                        
1

₪159"
267,220127,28/12/24 23:40,"נייח Lenovo Tiney Neo 50Q i3-1215U 8GB 512NVME KEYBOARD MOUSE DOS
                            

מק""ט: LND-50Q-4UIV



                            ₪1,199
                        
1

₪1,199"
268,220443,30/12/24 12:19,"דיסק פנימי Kingston NV3 1TB NVME GEN 4.0 M.2 2280 6000/4000Mb/s
                            

מק""ט: KSSD-SNV3S1000



                            ₪199
                        
1

₪199"
269,221570,07/01/25 21:23,"זכרון למחשב נייח Kingston DDR4 8GB 3200MHZ CL22
                            

מק""ט: 244832



                            ₪59
                        
1

₪59










                                כבל מ-Display Port ל-HDMI P1080 חד כיווני 1.8 מ'
                            

מק""ט: 29207



                            ₪18
                        
3

₪54










                                דיסק פנימי Kingston KC3000 2048GB NVME Gen4 7000/7000 R/W
                            

מק""ט: KSSD-KC30200



                            ₪530
                        
1

₪530










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,080
                        
1

₪1,080"
270,222038,12/01/25 11:27,"זכרון למחשב נייח Kingston DDR4 8GB 3200MHZ CL22
                            

מק""ט: 244832



                            ₪59
                        
1

₪59










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,080
                        
1

₪1,080"
271,222408,14/01/25 10:36,"ספק כוח  SAMA 500W 12CM
                            

מק""ט: CCPS-SAMA512



                            ₪49
                        
2

₪98










                                נייד ASUS VivoBook 14 i5-1235U 16GB 512NVME Intel UHD FHD DOS
                            

מק""ט: ASN-1404-601



                            ₪1,599
                        
1

₪1,599"
272,222562,14/01/25 19:35,"רמקולים למחשב Creative Pebble 2.0 Black USB powered Black
                            

מק""ט: 18049BK



                            ₪83
                        
1

₪83










                                זכרון נייד Kingstone DataTraveler Exodia M 128GB USB 3.2
                            

מק""ט: KU-DTXM12801



                            ₪29
                        
1

₪29










                                נייח Lenovo Tiney Neo 50Q i3-1215U 8GB 512NVME KEYBOARD MOUSE DOS
                            

מק""ט: LND-50Q-4UIV



                            ₪1,199
                        
1

₪1,199










                                מסך קעור CURVED 100HZ VGA HDMI SPEAKERS ""SOLID CF270FW 27
                            

מק""ט: SLM-2731



                            ₪419
                        
1

₪419










                                מסך מחשב Dell SE2725H FHD VA 75Hz 5Ms VGA HDMI 300cd/m2
                            

מק""ט: DLM-SE2725H



                            ₪429
                        
1

₪429"
273,223208,19/01/25 23:22,"נ. HP250R G9 I3-1315U 8GB 512NVME FHD 15.6 3YOS DOS Dark Silver
                            

מק""ט: HPN-250-A37RQET



                            ₪1,230
                        
1

₪1,230"
274,223363,20/01/25 17:06,"מצלמת רשת Genius FaceCam Quiet FHD Plus MIC Black
                            

מק""ט: US-5400



                            ₪65
                        
5

₪375"
275,224838,01/02/25 15:47,"דיסק פנימי Samsung 990 PRO 1TB GEN4 up to 7450 read 6900 Write
                            

מק""ט: SSD-SM990P1T



                            ₪399
                        
1

₪399"
276,225738,07/02/25 22:12,"כרטיס מסך Gigabyte GT 1030 2GB DDR4 DVI HDMI Low Profile
                            

מק""ט: GVN10304



                            ₪299
                        
1

₪299










                                מתאם USB BLUETOOTH 4.0
                            

מק""ט: USBBT4



                            ₪23
                        
1

₪23










                                מארז שחור כולל ספק כוח SAMA CA-505 ATX Mid Tower Psu 500W USB3
                            

מק""ט: 931640



                            ₪149
                        
1

₪149










                                צורב פנימי RW Bulk -/+LITEON 5.25 SATA III X24 DVD
                            

מק""ט: 22201



                            ₪57
                        
1

₪57










                                מאורר למעבד Cooler Master I70C For Intel LGA 1700 Only
                            

מק""ט: CLM-F70C7



                            ₪49
                        
1

₪49










                                לוח לאינטל דור 12-14 Gigabyte H610M H DDR4 V3 REV1.0 VGA HDMI
                            

מק""ט: 95H61000



                            ₪295
                        
1

₪295










                                מעבד דור 14 Intel Core I3 14100 Tray no fan up to 4.7GHZ
                            

מק""ט: II314100T



                            ₪409
                        
1

₪409"
277,226773,15/02/25 23:19,"כבל USB למדפסת 1.8 מטר
                            

מק""ט: 29132



                            ₪8
                        
4

₪32










                                כבל USB למדפסת 5 מטר
                            

מק""ט: 29135



                            ₪10
                        
1

₪10










                                מתאם DP to HDMI 0.2m
                            

מק""ט: 29202



                            ₪19
                        
1

₪19










                                מפצל אקטיבי GOLDTOUCH ACTIVE 4 Ports Ultra-Thin USB 3.0 HUB
                            

מק""ט: USB34AS



                            ₪49
                        
1

₪49










                                מפצל חשמל ל-10 שקעים עם כבל מאריך באורך מטר ומפסק
                            

מק""ט: 294110



                            ₪22
                        
1

₪22










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,070
                        
1

₪1,070"
278,227794,23/02/25 01:31,"דיסק פנימי Netac NV7000-t 2TB NVME GEN4X4 1.4 7300/6700 2280
                            

מק""ט: NT-NV702004



                            ₪444
                        
1

₪444










                                נייד Gigabyte AORUS 16X i9-14900HX 32GB 1+1TB Win11 RTX4070 165Hz
                            

מק""ט: GBN-16X-6565H



                            ₪7,550
                        
1

₪7,550










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,070
                        
1

₪1,070"
279,228307,25/02/25 16:44,"טלוויזיה MAG GTV65D23 65 inch SMART Google OS 4K
                            

מק""ט: MAGTV-65D23



                            ₪1,820
                        
1

₪1,820"
280,229243,05/03/25 00:01,"דיסק פנימי Samsung 990 PRO 1TB GEN4 up to 7450 read 6900 Write
                            

מק""ט: SSD-SM990P1T



                            ₪369
                        
1

₪369"
281,233651,09/04/25 04:16,"סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪69
                        
3

₪207"
282,234499,17/04/25 19:08,"כבל HDMI TO DVI 1.8M
                            

מק""ט: 29087



                            ₪16
                        
5

₪80










                                כבל microHDMI TO HDMI 1.8M
                            

מק""ט: 29101



                            ₪15
                        
1

₪15










                                כבל miniHDMI TO HDMI 1.8M
                            

מק""ט: 29110



                            ₪15
                        
1

₪15










                                מתאם miniDP to HDMI 0.1m
                            

מק""ט: 29210



                            ₪18
                        
1

₪18










                                מתאם USB3.1 Type C TO HDMI Female
                            

מק""ט: 29240



                            ₪37
                        
1

₪37










                                Gold Touch USB3.0 to HDMI External Adapter Full HD
                            

מק""ט: E-USB3-HDMI



                            ₪88
                        
1

₪88










                                כבל 1.8 מ miniDP ל- GOLD TOUCH HDMI
                            

מק""ט: 29224



                            ₪17
                        
1

₪17










                                סט חוטי Genius Smart KM-200 Keyboard and Mouse USB Black
                            

מק""ט: US-200KM



                            ₪33
                        
1

₪33










                                נייח Lenovo Tiney Neo 50Q i3-1215U 8GB 512NVME KEYBOARD MOUSE DOS
                            

מק""ט: LND-50Q-4UIV



                            ₪1,199
                        
1

₪1,199"
283,234518,19/04/25 17:23,"דיסק SanDisk SSD 480GB SATA III PLUS
                            

מק""ט: SSD-SN-410481



                            ₪109
                        
2

₪218










                                דיסק קשיח פנימי לנייח WD 4TB Purple 5400rpm 256MB 3.5
                            

מק""ט: WD43PURZ



                            ₪339
                        
1

₪339"
284,236055,03/05/25 21:33,"כבל רשת 10מטר CAT7 P-Cord 10m Gray
                            

מק""ט: N1177



                            ₪24
                        
1

₪24










                                כבל רשת Luggar CAT7 2.0M Gray
                            

מק""ט: N1172



                            ₪9
                        
2

₪18










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,089
                        
1

₪1,089"
285,236097,04/05/25 10:27,"מגשר Cat 6 - 5.0 m
                            

מק""ט: N1067



                            ₪8
                        
3

₪24










                                מגשר Cat 6 - 3.0 m
                            

מק""ט: N1069



                            ₪7
                        
5

₪35"
286,236642,07/05/25 01:30,"נ. HP250R G9 I3-1315U 8GB 512NVME FHD 15.6 3YOS DOS Dark Silver
                            

מק""ט: HPN-250-A37RQET



                            ₪1,269
                        
1

₪1,269"
287,240568,01/06/25 00:17,"מסך Solid H2391P FHD 23.8 IPS 5Ms VGA HDMI frameless 100Hz Black
                            

מק""ט: SLM-H2391P



                            ₪259
                        
1

₪259










                                מתאם רשת אלחוטי CUDY AC650 Wireless Dual-Band Mini USB 2.0
                            

מק""ט: CD-WU650



                            ₪39
                        
2

₪78










                                סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪69
                        
2

₪138"
288,240643,03/06/25 09:54,"נ. HP250R G9 I3-1315U 8GB 512NVME FHD 15.6 3YOS DOS Dark Silver
                            

מק""ט: HPN-250-A37RQET



                            ₪1,269
                        
1

₪1,269"
289,242692,18/06/25 22:01,"רמקולים למחשב Creative Pebble 2.0 Black USB powered Black
                            

מק""ט: 18049BK



                            ₪83
                        
1

₪83










                                מסך Dell P2725H FHD IPS Pivot 100Hz 5ms USB 3.2 Hub VGA DP HDMI
                            

מק""ט: DLM-P2725H



                            ₪599
                        
1

₪599"
290,242893,21/06/25 16:54,"דיסק פנימי 2.5 Sandisk Plus SSD 240GB G26 SATA III
                            

מק""ט: SSD-SN-410241



                            ₪69
                        
1

₪69










                                מערכת הפעלה עברית Microsoft Windows 11 Professional 64Bit
                            

מק""ט: WIN1160



                            ₪519
                        
1

₪519"
291,242899,21/06/25 21:31,"זכרון למחשב נייח Kingston DDR4 8GB 3200MHZ CL22
                            

מק""ט: 244832



                            ₪75
                        
1

₪75










                                עכבר אלחוטי Lenovo Thinkpad Essential Wireless Mouse Black
                            

מק""ט: LN-WM-887



                            ₪29
                        
2

₪58










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,049
                        
1

₪1,049"
292,243707,25/06/25 22:05,"נ. HP250R G9 I3-1315U 8GB 512NVME FHD 15.6 3YOS DOS Dark Silver
                            

מק""ט: HPN-250-A37RQET



                            ₪1,199
                        
1

₪1,199










                                דיסק פנימי Seagate BarraCuda 16TB 3.5 7200RPM 512MB Cache
                            

מק""ט: ST16000DM001



                            ₪877
                        
1

₪877"
294,244903,05/07/25 23:59,"קירור נוזלי משולש Antec SYMPHONY 360 ARGB115X/1200/1700/2066/AM4
                            

מק""ט: AN3-SYM3601



                            ₪259
                        
1

₪259










                                לוח לדור 12-14 Gigabyte Z790 AORUS MASTER X 10Gbe Lan WIFI7
                            

מק""ט: 95Z790200



                            ₪1,699
                        
1

₪1,699










                                מעבד דור 14 Intel I9-14900K tray 24 Cores Max TDP 253W UHD770
                            

מק""ט: II914900KT



                            ₪1,699
                        
1

₪1,699










                                זכרון לנייח Corsair Vengeance RGB DDR5 64GB 2X32 6000Mhz C38
                            

מק""ט: 2CH5-64603800



                            ₪740
                        
1

₪740










                                עכבר אלחוטי Lenovo Thinkpad Essential Wireless Mouse Black
                            

מק""ט: LN-WM-887



                            ₪29
                        
2

₪58










                                מארז Antec Flux Pro Black EATX Full Tower X6 Fans Include
                            

מק""ט: AN1-FLUX-01



                            ₪595
                        
1

₪595










                                דיסק פנימי Samsung 9100 PRO 2TB Gen5 M.2 NVME 2.0 14800/13400 RW
                            

מק""ט: SSD-SM9100P2T



                            ₪959
                        
1

₪959










                                ספק כוח Antec HCG1200 PRO 1200W Platinum Full Modular ATX 3.1
                            

מק""ט: AN2-H1200PP



                            ₪699
                        
1

₪699










                                כרטיס מסך Gigabyte GeForce RTX 5090 GAMING OC 32G
                            

מק""ט: GVN50903220



                            ₪9,690
                        
1

₪9,690"
295,245604,09/07/25 10:53,"זכרון לנייח Netac Basic DDR4 8GB 3200Mhz C16 UDIMM
                            

מק""ט: NT-483200



                            ₪95
                        
1

₪95










                                נייח Lenovo Tiney Neo 50Q i3-1215U 8GB 512NVME KEYBOARD MOUSE DOS
                            

מק""ט: LND-50Q-4UIV



                            ₪1,199
                        
1

₪1,199










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,079
                        
1

₪1,079










                                נייד ASUS VivoBook 14 i5-1235U 16GB1TB NVME Intel UHD FHD DOS
                            

מק""ט: ASN-1404-651



                            ₪1,499
                        
1

₪1,499"
296,245634,09/07/25 11:50,"דיסק SanDisk SSD 480GB SATA III PLUS
                            

מק""ט: SSD-SN-410481



                            ₪109
                        
2

₪218"
297,246657,16/07/25 00:16,"מתאם USB BLUETOOTH 5.0
                            

מק""ט: USBBT5



                            ₪39
                        
2

₪78










                                Solid F272P1 FHD IPS 5ms VGA HDMI Speakers 100HZ Frameless BLK
                            

מק""ט: SLM-F272P1



                            ₪349
                        
1

₪349










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,079
                        
1

₪1,079"
298,246925,17/07/25 10:19,"כבל HDMI 2.0M 4K
                            

מק""ט: 29081K



                            ₪12
                        
10

₪120"
299,248050,27/07/25 01:17,"זכרון לנייח Netac Basic DDR4 8GB 3200Mhz C16 UDIMM
                            

מק""ט: NT-483200



                            ₪79
                        
1

₪79










                                סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪69
                        
2

₪138










                                באנדל חלקים SAMA 500W H610M i3-14100 8GB 500GB
                            

מק""ט: MC-143001



                            ₪1,079
                        
1

₪1,079"
300,251245,18/08/25 00:34,"כבל USB למדפסת 5 מטר
                            

מק""ט: 29135



                            ₪10
                        
3

₪30










                                דיסק פנימי Samsung 990 PRO 1TB GEN4 up to 7450 read 6900 Write
                            

מק""ט: SSD-SM990P1T



                            ₪419
                        
1

₪419










                                אל פסק שישה שקעים APC BX2200MI 1200W/2200VA
                            

מק""ט: APC-2200



                            ₪750
                        
1

₪750










                                לוח Gigabyte B760M DS3H AX DDR5 Micro-ATX WIFI6 LGA1700
                            

מק""ט: 95B760520



                            ₪499
                        
1

₪499










                                ז. לנייח Corsair VENGEANCE 32GB 2x16 DDR5 5600MHz C40 XMP3.0
                            

מק""ט: 2CK53256401



                            ₪369
                        
1

₪369










                                מעבד Intel I7-14700 Tray No Fan up to 5.4Ghz 20 cores UHD770
                            

מק""ט: II714700T



                            ₪1,099
                        
1

₪1,099










                                קירור למעבד Deep COOL AK620 260W TDP 160mm hight
                            

מק""ט: DC-AK620



                            ₪285
                        
1

₪285










                                סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪69
                        
2

₪138










                                כרטיס מסך PNY NVIDIA Quadro A1000 8GB Ray Tracing 4X mini-DP Bulk
                            

מק""ט: PNY-A1000B



                            ₪1,470
                        
1

₪1,470










                                רמקולים Edifier R1280T Brown Retro Look Speakers 42W RMS DUAL RCA
                            

מק""ט: ED-1280BR



                            ₪296
                        
1

₪296










                                ספק Corsair RM650e 80Plus Gold Fully-Modular ATX3.1 PCIE5.1
                            

מק""ט: 220-RM650302



                            ₪299
                        
1

₪299"
301,251324,18/08/25 12:48,"דיסק פנימי 2.5 Kingston A400 480GB SSD 3D NAND
                            

מק""ט: KING-SSD480A4



                            ₪135
                        
1

₪135










                                דיסק פנימי Kingston NV3 500GB NVME GEN 4.0 M.2 2280 5000/3000Mb/s
                            

מק""ט: KSSD-SNV3S500



                            ₪139
                        
1

₪139"
302,251640,20/08/25 02:32,"ספק כוח Cooler Master 800W 80 PLUS GOLD none Modular PSU
                            

מק""ט: CLM-P8000



                            ₪299
                        
1

₪299










                                קירור נוזלי משולש ANTEC VORTEX 360 ARGB include Controller
                            

מק""ט: AN3-V3600



                            ₪275
                        
1

₪275










                                מארז Antec AX90 Mid Tower Gaming Case 4X120MM ARGB FANS
                            

מק""ט: AN1-AX90



                            ₪219
                        
1

₪219"
303,252302,25/08/25 09:40,"כבל מתח לאל פסק
                            

מק""ט: 29023



                            ₪10
                        
3

₪30










                                כבל 1.8 מ DP-ל miniDP
                            

מק""ט: 29222



                            ₪18
                        
4

₪72










                                מפצל שני שקעים מיציאת אל פסק (קומקום נקבה)
                            

מק""ט: 29460



                            ₪24
                        
2

₪48"
304,257309,04/10/25 23:07,"כבל מ-Display Port ל-HDMI P1080 חד כיווני 1.8 מ'
                            

מק""ט: 29207



                            ₪18
                        
5

₪90










                                עכבר אלחוטי ארגונומי ASUS WT300 2.4GHZ Black-Red
                            

מק""ט: ASMP-300R



                            ₪19
                        
20

₪640










                                דיסק פנימי Seagate BarraCuda 8GB 3.5 5400RPM 256MB Cache
                            

מק""ט: ST8000DM004



                            ₪535
                        
1

₪535










                                נייד HP NoteBook 15 i5-1235U 16GB 512NVME 15.6 FHD WHITE 1YOS
                            

מק""ט: HPN-15-FD0087



                            ₪1,350
                        
1

₪1,350"
305,257935,11/10/25 15:32,"דיסק חיצוני 2.5 Western Digital Elements 2TB
                            

מק""ט: WD-E2000



                            ₪269
                        
1

₪269"
306,259642,23/10/25 11:35,"מפצל חשמל ל4 כולל כבל מאריך באורך 3 מטרים כולל מפסק מואר
                            

מק""ט: 29434



                            ₪24
                        
2

₪48










                                רמקולים Logitech S150 USB Stereo Speakers
                            

מק""ט: LOG-S150



                            ₪54
                        
2

₪108










                                דיסק פנימי Western Digital BLUE SA510 500GB SATA III 2.5 inch
                            

מק""ט: WDS500GS



                            ₪139
                        
1

₪139"
308,259787,26/10/25 01:01,"מסך Dell SE2425HM 23.8 IPS FHD 100Hz 5Ms VGA HDMI
                            

מק""ט: DLM-SE2425HM



                            ₪299
                        
1

₪299"
309,260794,01/11/25 20:52,"כבל HDMI 1.8M
                            

מק""ט: 29081



                            ₪9
                        
7

₪63










                                מסך חכם SAMSUNG S32 VA 4Ms FHD WIFI BT Tizen Os Speakers White
                            

מק""ט: SAML32501EM



                            ₪960
                        
1

₪960"
310,263358,17/11/25 22:03,"דיסק פנימי WD Blue SN5000 NVMe SSD 1TB PCIe Gen4X4 2280
                            

מק""ט: WDS-SN500-1000



                            ₪275
                        
1

₪275










                                מסך Dell SE2425HM 23.8 IPS FHD 100Hz 5Ms VGA HDMI
                            

מק""ט: DLM-SE2425HM



                            ₪299
                        
1

₪299"
311,263594,18/11/25 20:59,"ספק  Corsair RM1000X ATX3.1 Fully modular 80Plus Gold Black
                            

מק""ט: 220-RM1000X31271



                            ₪675
                        
1

₪675"
312,263595,18/11/25 21:02,"כרטיס מסך AORUS GeForce RTX 5080 MASTER 16G
                            

מק""ט: GVN50801660



                            ₪4,999
                        
1

₪4,999"
313,263894,20/11/25 11:41,"מארז Corsair 6500X Mid-Tower E-ATX Tempered Glass Case Black
                            

מק""ט: 210-9011257



                            ₪599
                        
1

₪599










                                דיסק פנימי Western Digital Green 1TB SATA III 2.5 545MB/s
                            

מק""ט: WDS1000G5



                            ₪299
                        
1

₪299"
314,264057,22/11/25 15:32,"מארז CORSAIR iCUE 7000X RGB Tempered Glass Full-Tower ATX BLACK
                            

מק""ט: 210-7000226



                            ₪995
                        
1

₪995"
316,265085,29/11/25 22:55,"כבל HDMI 1.8M
                            

מק""ט: 29081



                            ₪9
                        
10

₪90










                                מתאם VGA to HDMI Converter With Audio USB-power
                            

מק""ט: 29221



                            ₪43
                        
2

₪86










                                ספק כוח  SAMA 500W 12CM
                            

מק""ט: CCPS-SAMA512



                            ₪49
                        
3

₪147










                                דיסק SAMSUNG EVO870 1TB 2.5 SSD SATA III
                            

מק""ט: SSD-SM87E1T



                            ₪359
                        
1

₪359"
318,267834,10/12/25 12:07,"מסך Dell SE2425HM 23.8 IPS FHD 100Hz 5Ms VGA HDMI
                            

מק""ט: DLM-SE2425HM



                            ₪299
                        
1

₪299"
319,268974,17/12/25 21:28,"ספק כוח Antec NeoEco 850W Gold fully Modular120mm Silent Fan
                            

מק""ט: AN2-NE850GM



                            ₪339
                        
1

₪339










                                מעבד דור 14 Intel I7-14700K Tray 20 cores UHD770 LGA1700
                            

מק""ט: II714700KT



                            ₪1,299
                        
1

₪1,299










                                זכרון לנייח Corsair Vengeance RGB DDR5 32GB 2X16 6000Mhz C38
                            

מק""ט: 2CH5-32603800



                            ₪1,350
                        
1

₪1,350










                                לוח אינטל דורות 12-14 Gigabyte B760M GAMING X AX 1.2 DDR5 Wifi BT
                            

מק""ט: 95B760535



                            ₪529
                        
1

₪529










                                מארז Antec CX300 ARGB Black Mid-Tower 4x120mm Fan Include
                            

מק""ט: AN1-CX300ARB



                            ₪189
                        
1

₪189










                                דיסק פנימי Samsung 990 EVO PLUS 1TB up to 7250 Read 6300 Write
                            

מק""ט: SSD-SM-V9S111



                            ₪439
                        
1

₪439










                                קירור נוזלי משולש Gigabyte Gaming 360 3XARGB 120MM Fan Black
                            

מק""ט: 94LCG360



                            ₪319
                        
1

₪319"
320,268975,17/12/25 21:30,"כרטיס מסך Gigabyte RTX 5060 Ti WindForce 2 OC 16GB
                            

מק""ט: GVN506T-1610



                            ₪1,690
                        
1

₪1,690"
323,269142,20/12/25 20:12,"דיסק חיצוני 2.5 Western Digital Elements 2TB
                            

מק""ט: WD-E2000



                            ₪285
                        
1

₪285










                                מפצל חשמל ל4 כולל כבל מאריך באורך 3 מטרים כולל מפסק מואר
                            

מק""ט: 29434



                            ₪24
                        
1

₪24










                                דיסק פנימי GIGABYTE Gen3 2500E SSD NVME 1TB
                            

מק""ט: 94SSD-G325-100



                            ₪369
                        
1

₪369"
327,271894,07/01/26 19:57,"מחשב נייד Dell DC1520 i5-1334U 16GB 512Nvme 15.6 120Hz Ubuntu BlK
                            

מק""ט: DLN-15250-5003



                            ₪1,650
                        
1

₪1,650"
328,273085,17/01/26 21:23,"דיסק פנימי Samsung 990 EVO PLUS 2TB up to 7250 read 6300 Write
                            

מק""ט: SSD-SM-V9S222



                            ₪955
                        
1

₪955"
332,275218,02/02/26 20:41,"לוח Gigabyte Z790 AORUS ELITE AX DDR5 WIFI 6E 2.5GB Lan LGA1700 R
                            

מק""ט: 95Z79020



                            ₪870
                        
1

₪870










                                מעבד דור 14 Intel I7-14700KF Tray 20 cores NO GPU LGA1700
                            

מק""ט: II714700KFT



                            ₪1,149
                        
1

₪1,149










                                דיסק פנימי Samsung 9100 PRO 2TB Gen5 M.2 NVME 2.0 14800/13400 RW
                            

מק""ט: SSD-SM9100P2T



                            ₪1,149
                        
1

₪1,149










                                זכרון לנייח NETAC Shadow II DDR5 6000Mhz 32GB 2x16GB C38 WHITE
                            

מק""ט: NT-532260381



                            ₪1,250
                        
1

₪1,250"
333,275438,04/02/26 12:21,"כבל HDMI 3M 4K
                            

מק""ט: 29082K



                            ₪16
                        
1

₪16










                                מסך GIGABYTE GS32QA 32 Inch QHD 180HZ 1MS SS IPS HDR RDY
                            

מק""ט: GBM-3207



                            ₪799
                        
1

₪799"
335,278483,03/03/26 19:42,"סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪59
                        
2

₪118










                                מחשב נייד Lenovo V14 G4 i3-1315U 8GB 256NVME FHD DOS
                            

מק""ט: LNN-V14-07VIV



                            ₪1,099
                        
1

₪1,099










                                מחשב נייח ST10M 500W H610M I3-12100 8GB DDR4 480GB SSD
                            

מק""ט: CS-100



                            ₪1,299
                        
1

₪1,299"
336,279481,11/03/26 12:58,"מחשב נייד Lenovo V14 G4 i3-1315U 8GB 256NVME FHD DOS
                            

מק""ט: LNN-V14-07VIV



                            ₪1,099
                        
1

₪1,099"
337,283262,13/04/26 21:36,"דיסק פנימי Netac SA500 1TB 2.5 Sata III SSD 3D Nand
                            

מק""ט: NT-SA5001000



                            ₪430
                        
1

₪430"
341,284401,23/04/26 21:11,"ספק כוח ANTEC ATOM V750 Active PFC 120MM silent fan non-mudular
                            

מק""ט: AN2-AV7500



                            ₪169
                        
1

₪169










                                כרטיס מסך Gigabyte GeForce RTX 5050 WindForce OC 8GB 2xDP 2xHDMI
                            

מק""ט: GVN5050-801



                            ₪950
                        
1

₪950"
343,285965,05/05/26 19:07,"רמקולים למחשב Creative Pebble 2.0 Black USB powered Black
                            

מק""ט: 18049BK



                            ₪83
                        
2

₪166










                                סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪59
                        
3

₪177"
344,286142,06/05/26 23:44,"מארז שקט ANTEC P10 FLUX ATX 5X120mm Fan
                            

מק""ט: AN1-P10F



                            ₪259
                        
1

₪259










                                לוח Gigabyte Z790 AORUS ELITE AX DDR5 WIFI 6E 2.5GB Lan LGA1700 R
                            

מק""ט: 95Z79020



                            ₪870
                        
1

₪870










                                ספק כוח ANTEC ATOM G650 120MM Silent Fan Semi-Modular 80Plus Gold
                            

מק""ט: AN2-AG6500



                            ₪185
                        
1

₪185










                                מעבד דור 14 Intel Core I3 14100 Tray no fan up to 4.7GHZ
                            

מק""ט: II314100T



                            ₪499
                        
1

₪499










                                מאורר למעבד Cooler Master212 Black AirCooler 210W TDP AMD/INTEL
                            

מק""ט: CLM-F2156



                            ₪99
                        
1

₪99










                                זכרון לנייח KINGSTON FURY BEAST DDR5 16GB 6000MHZ CL30 EXPO XMP
                            

מק""ט: KF560C30E1160



                            ₪830
                        
1

₪830










                                דיסק פנימי WD BLUE SN5100 512GB Gen4.0 Up to 6600MB/S Read 2280
                            

מק""ט: WDS-5100-505



                            ₪369
                        
1

₪369"
346,286497,10/05/26 22:50,"דיסק קשיח פנימי לנייח WD 8TB Purple 5400rpm 256MB 3.5 SATA III
                            

מק""ט: WD85PURZ



                            ₪999
                        
1

₪999










                                נייח ST10M 500W H610M I3-14100 8GB 500GB NVME
                            

מק""ט: CS-104



                            ₪1,430
                        
1

₪1,430"
349,288313,25/05/26 20:14,"נייד ASUS Vivobook X Core 5 120U 16GB 1T NVME 17.3 FHD DOS Blue
                            

מק""ט: ASN-1704-977



                            ₪2,150
                        
1

₪2,150"
350,288824,30/05/26 18:31,"נייד ASUS Vivobook X Core 5 120U 16GB 1T NVME 17.3 FHD DOS Blue
                            

מק""ט: ASN-1704-977



                            ₪2,150
                        
1

₪2,150"
352,289463,04/06/26 01:20,"מתאם DP to VGA 0.2m
                            

מק""ט: 29206



                            ₪24
                        
5

₪120










                                מתאם HDMI To VGA With Audio Output Adapter
                            

מק""ט: 29212



                            ₪25
                        
5

₪125










                                נייד Lenovo V14 i5-13420H 16GB 512NVME FHD intel UHD DOS
                            

מק""ט: LNN-V14-6HIV



                            ₪1,799
                        
1

₪1,799"
