id,order_num,date,total
191,173089,27/12/23 18:24,"קירור נוזלי COOLER MASTER ML360L ARGB V2 LIQUID COOLER
                            

מק""ט: CLM-L3602



                            ₪349
                        
1

₪349










                                מארז ANTEC DF700 FLUX Tempered Glass RGB Mid tower Black Case
                            

מק""ט: AN1-DF700F



                            ₪285
                        
1

₪285










                                ספק כוח ANTEC CSK 750H Semi Modular 750W 80 PLUS Bronze 120MM Fan
                            

מק""ט: AN2-CSK7500



                            ₪229
                        
1

₪229










                                מעבד INTEL I5-13600K Tray 14 cores UP to 5.1GHZ LGA1700 181W TDP
                            

מק""ט: II513600KT



                            ₪1,290
                        
1

₪1,290










                                ז.לנייח Kingston Fury Beast BLACK 32GB 2X16 DDR5 6000Mhz C40 XMP
                            

מק""ט: KF5-326040



                            ₪490
                        
1

₪490










                                כרטיס מסך Gigabyte RTX 4070 Ti 12GB WindForce OC
                            

מק""ט: GVN40701240



                            ₪3,490
                        
1

₪3,490










                                דיסק פנימי Kingston KC3000 2048GB NVME Gen4 7000/7000 R/W
                            

מק""ט: KSSD-KC30200



                            ₪499
                        
1

₪499










                                לוח אם Gigabyte Z790 UD AX 1.2 WIFI 6E PCIE5.0 lan 2.5GbE ATX
                            

מק""ט: 95Z79040-2



                            ₪890
                        
1

₪890"
192,174013,03/01/24 14:08,"מארז וספק SOLID 1700 12CM 500W ATX
                            

מק""ט: 931610



                            ₪159
                        
1

₪159










                                זיכרון לנייח CORSAIR VENEGANCE 2X8 16GB DDR4 3200
                            

מק""ט: 2CMK163216E



                            ₪169
                        
1

₪169










                                מעבד אינטל דור 12 INTEL I5-12400 Tray 6CRS 117W LGA1700
                            

מק""ט: II512400T



                            ₪595
                        
1

₪595










                                לוח למעבדי אינטל Gigabyte H610M S2H V2 Micro-ATX VGA DVI DP HDMI
                            

מק""ט: 95H61008



                            ₪339
                        
1

₪339










                                מאורר למעבד Antec A30 Pro blue led Cpu Cooler TDP UP TO 95W
                            

מק""ט: AN3-A30P



                            ₪39
                        
1

₪39










                                דיסק פנימי Kingston KC3000 1024GB NVME Gen4 7000/6000 R/W
                            

מק""ט: KSSD-KC30100



                            ₪299
                        
1

₪299"
193,175372,13/01/24 14:26,"מארז וספק SOLID 1700 12CM 500W ATX
                            

מק""ט: 931610



                            ₪159
                        
1

₪159










                                ז.לנייח Corsair DDR4 Vengeance LPX 8GB 3200MHZ C16 FOR INTEL XMP
                            

מק""ט: 2CMK832161



                            ₪83
                        
2

₪166










                                מעבד דור 12 Intel i3-12100 Tray no fan up to 4.3Ghz lga 1700
                            

מק""ט: II312100T



                            ₪399
                        
1

₪399










                                דיסק פנימי Kingston NV2 500GB NVME GEN 4.0 4X4 M.2 2280
                            

מק""ט: KSSD-SNV2S500



                            ₪149
                        
1

₪149










                                לוח למעבדי אינטל Gigabyte H610M S2H V2 Micro-ATX VGA DVI DP HDMI
                            

מק""ט: 95H61008



                            ₪339
                        
1

₪339










                                מאורר למעבד Antec A30 Pro blue led Cpu Cooler TDP UP TO 95W
                            

מק""ט: AN3-A30P



                            ₪42
                        
1

₪42"
194,177511,27/01/24 18:24,"ז.לנייח Corsair DDR4 Vengeance LPX 8GB 3200MHZ C16 FOR INTEL XMP
                            

מק""ט: 2CMK832161



                            ₪83
                        
1

₪83










                                באנדל חלקים Solid/SAMA 500W H610M H DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,075
                        
1

₪1,075"
195,177512,27/01/24 18:30,"מסך SAMSUNG Essenial S3 S31C 23.8 FHD 5Ms IPS 75Hz FreeSync VESA
                            

מק""ט: SAML24310



                            ₪385
                        
1

₪385"
196,178444,03/02/24 15:19,"ז.לנייח Corsair DDR4 Vengeance LPX 8GB 3200MHZ C16 FOR INTEL XMP
                            

מק""ט: 2CMK832161



                            ₪83
                        
1

₪83










                                באנדל חלקים Solid/SAMA 500W H610M H DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,075
                        
1

₪1,075"
197,179325,08/02/24 00:06,"ז.לנייח Corsair DDR4 Vengeance LPX 8GB 3200MHZ C16 FOR INTEL XMP
                            

מק""ט: 2CMK832161



                            ₪83
                        
1

₪83










                                באנדל חלקים Solid/SAMA 500W H610M H DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,075
                        
1

₪1,075"
198,179544,11/02/24 09:40,"כבל USB למדפסת 1.8 מטר
                            

מק""ט: 29132



                            ₪8
                        
5

₪40










                                דיסק פנימי SAMSUNG MZ-V7S2T0BW EVO970PLUS 2TB
                            

מק""ט: SSD-V7S2T0BW



                            ₪640
                        
1

₪640










                                קופסא חיצונית לדיסק Gold touch usb3 to M2 SATA
                            

מק""ט: E-USB3-M2



                            ₪54
                        
1

₪54"
199,181511,25/02/24 10:11,"דיסק פנימי Kingston NV2 1TB NVME GEN 4.0 4X4 M.2 2280
                            

מק""ט: KSSD-SNV2S1000



                            ₪249
                        
1

₪249










                                מתאם USB3.2 Type C to M.2 NVMe /M.2 SATA SSD Adapter Maivo
                            

מק""ט: K1696P2



                            ₪92
                        
1

₪92"
201,183120,07/03/24 14:25,"נייד Dell Vostro 3520 15 i3-1215U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14453



                            ₪1,299
                        
1

₪1,299"
202,185570,29/03/24 22:27,"כבל HDMI TO DVI 1.8M
                            

מק""ט: 29087



                            ₪16
                        
2

₪32










                                באנדל חלקים Solid/SAMA 500W H610M H DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040










                                ז. נייד Kingston DataTraveler Exodia M 64GB USB3.2 gen1 BLK/Blue
                            

מק""ט: KU-DTXM6400



                            ₪19
                        
1

₪19










                                עכבר אלחוטי Genius NX-7009 Black
                            

מק""ט: US-7009B



                            ₪29
                        
2

₪58"
203,186349,07/04/24 10:37,"ספק כוח  SAMA 500W 12CM
                            

מק""ט: CCPS-SAMA512



                            ₪49
                        
2

₪98










                                קירור נוזלי Cooler Master ML240L ARGB MASTER LIQUID V2
                            

מק""ט: CLM-L2424



                            ₪285
                        
1

₪285










                                דיסק קשיח SAMSUNG 980 PRO 2TB NVME M.2 SSD GEN4
                            

מק""ט: SSD-SM980P2T



                            ₪690
                        
1

₪690










                                ספק כוח לנייח Antec CSK 650W 80Plus Bronze 12CM Silent flat cable
                            

מק""ט: AN2-CSK6500



                            ₪195
                        
1

₪195










                                מעבד דור 12 INTEL I7-12700K Tray 12 Cores 5Ghz Unlocked NO FAN
                            

מק""ט: II712700KT



                            ₪995
                        
1

₪995










                                מארז ANTEC AX51 Mid-Tower Gaming Case ATX
                            

מק""ט: AN1-AX51



                            ₪175
                        
1

₪175










                                ז.לנייח Kingston Fury Beast BLACK 32GB 2X16 DDR5 6000Mhz C40 XMP
                            

מק""ט: KF5-326040



                            ₪490
                        
1

₪490










                                כרטיס מסך Gigabyte GeForce RTX 3050 6GB Low Profile
                            

מק""ט: GVN3050610



                            ₪799
                        
1

₪799










                                לוח למעבדי אינטל Gigabyte H610M S2H V2 Micro-ATX DDR5
                            

מק""ט: 95H61056



                            ₪329
                        
1

₪329"
205,187107,12/04/24 18:43,"אקסס פוינט TPLink TL-RE200 AC750 Wi-Fi Range Extender
                            

מק""ט: 916094



                            ₪105
                        
1

₪105










                                מסך מחשב Lenovo C24-40 23.8 FHD VA 4ms Vesa black
                            

מק""ט: LNM-2440



                            ₪329
                        
1

₪329"
208,187919,20/04/24 23:13,"באנדל חלקים Solid/SAMA 500W H610M H DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040"
209,188515,30/04/24 18:05,"מסך קעור Gigabyte G27FC A 1Ms 170Hz OC FHD VA 8Bits Speakers
                            

מק""ט: GBM-2726



                            ₪760
                        
1

₪760"
210,188528,30/04/24 22:38,"סט חוטי Genius Smart KM-200 Keyboard and Mouse USB Black
                            

מק""ט: US-200KM



                            ₪33
                        
2

₪66"
211,189032,05/05/24 14:21,"נייד HP 250 G9 i3-1215U 8GB 256NVME DOS FHD 15.6 3Y On Site
                            

מק""ט: HPN-250-31202



                            ₪1,159
                        
1

₪1,159"
212,189219,06/05/24 13:14,"באנדל חלקים Solid/SAMA 500W H610M H DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040"
213,190059,14/05/24 16:20,"דיסק פנימי 2.5 Kingston A400 480GB SSD 3D NAND
                            

מק""ט: KING-SSD480A4



                            ₪139
                        
1

₪139










                                דיסק פנימי  SAMSUNG 980 500GB M.2 2280 PCle 3.0X4 NVME DOS
                            

מק""ט: SSD-V8V500BW



                            ₪229
                        
1

₪229"
214,191015,22/05/24 14:31,"דיסק פנימי 2.5 Kingston A400 480GB SSD 3D NAND
                            

מק""ט: KING-SSD480A4



                            ₪139
                        
1

₪139










                                כ.רשת פנימי לנייח Cudy PE25 2.5Gbits PCI-E Nework Adapter LP
                            

מק""ט: CD-PE25



                            ₪68
                        
1

₪68










                                מתג לא מנוהל Cudy GS105D 5 PORT Gigabit Switch
                            

מק""ט: CD-GS105D



                            ₪37
                        
1

₪37"
215,191682,28/05/24 19:19,"זיכרון לנייח Crucial 8GB DDR4 3200Mhz CL22 1.2V
                            

מק""ט: CR48320



                            ₪79
                        
1

₪79










                                מערכת הפעלה עברית Windows 11 Home Edition 64Bit
                            

מק""ט: WIN1100



                            ₪433
                        
1

₪433










                                ז.לנייח Corsair DDR4 Vengeance LPX 8GB 3200MHZ C16 FOR INTEL XMP
                            

מק""ט: 2CMK832161



                            ₪83
                        
1

₪83










                                באנדל חלקים Solid/SAMA 500W H610M H DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040










                                באנדל חלקים Solid H610M I5-12400 8GB 500NVME
                            

מק""ט: MC-125430



                            ₪1,220
                        
1

₪1,220










                                אל פסק Eaton 5E 700i USB 4 IEC C13 Outlets incl software
                            

מק""ט: ET-5E700U



                            ₪269
                        
1

₪269"
216,191688,28/05/24 20:17,"מסך מחשב Dell SE2722H FHD 75Hz 4-8 Ms VA VGA HDMI 250cd/m2
                            

מק""ט: DLM-SE2722H



                            ₪399
                        
1

₪399"
217,192529,05/06/24 14:10,"קירור נוזלי Cooler Master ML240L ARGB MASTER LIQUID V2
                            

מק""ט: CLM-L2424



                            ₪239
                        
1

₪239










                                מעבד דור i7-12700 Tray 25M Cache up to 4.90 GHZ  12 Intel Core
                            

מק""ט: II712700T



                            ₪970
                        
1

₪970










                                ספק כוח ANTEC CSK 750H Semi Modular 750W 80 PLUS Bronze 120MM Fan
                            

מק""ט: AN2-CSK7500



                            ₪225
                        
1

₪225










                                מארז Antec NX292 Mid Tower up to E-ATX MB 3X120MM RGB SIDE GLASS
                            

מק""ט: AN1-NX292



                            ₪179
                        
1

₪179










                                ז.לנייח Kingston Fury Beast RGB 32GB 2x16GB 6000Mhz DDR5 CL36 KIT
                            

מק""ט: KF5-326036-RAE



                            ₪499
                        
1

₪499










                                לוח לאינטל דור 12-14 Gigabyte H610M H V2 DDR5 VGA HDMI
                            

מק""ט: 95H61052



                            ₪329
                        
1

₪329"
218,192756,08/06/24 15:01,"נייד Dell Vostro 3520 15 i3-1215U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14453



                            ₪1,299
                        
1

₪1,299"
219,193392,16/06/24 11:54,"באנדל חלקים ATX CASE 500W H610M S2H i5-12400 16GB 500NVME
                            

מק""ט: MC-125401



                            ₪1,299
                        
1

₪1,299"
220,193557,17/06/24 11:02,"נייד Dell Vostro 3520 15 i3-1215U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14453



                            ₪1,299
                        
1

₪1,299"
221,193840,18/06/24 22:38,"נייד Dell Vostro 3520 15 i3-1215U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14453



                            ₪1,299
                        
1

₪1,299"
222,196661,12/07/24 19:22,"נייד GIGABYTE G7 i5-12500H 16GB 512NVME RTX4060 DOS 17.3 FHD 144H
                            

מק""ט: GBN-G7-3213SD



                            ₪3,390
                        
1

₪3,390










                                עכבר אלחוטי Genius NX-7009 Black
                            

מק""ט: US-7009B



                            ₪25
                        
1

₪25










                                עכבר אלחוטי NX-7009 White Grey
                            

מק""ט: US-7009WG



                            ₪19
                        
2

₪38"
223,197360,17/07/24 16:17,"ספק כוח מודולרי AORUS P750W 80 PLUS GOLD Modular 13.5 CM FAN
                            

מק""ט: 94P7500



                            ₪329
                        
1

₪329










                                מארז ANTEC P20C Mid TOWER E-ATX GAMING CASE Side Glass TYPE-C 3.2
                            

מק""ט: AN1-P20C



                            ₪290
                        
1

₪290










                                לוח למעבדי אינטל Z790 UD DDR5 ATX LGA1700 DP HDMI TYPE-C Header
                            

מק""ט: 95Z79044



                            ₪719
                        
1

₪719










                                דיסק פנימי Netac NV7000-t 2TB NVME GEN4X4 1.4 7300/6700 2280
                            

מק""ט: NT-NV702004



                            ₪499
                        
1

₪499










                                קירור נוזלי משולש Cooler Master ML360L CORE ARGB
                            

מק""ט: CLM-L3603



                            ₪339
                        
1

₪339










                                מעבד Intel I7-14700 Tray No Fan up to 5.4Ghz 20 cores UHD770
                            

מק""ט: II714700T



                            ₪1,499
                        
1

₪1,499"
224,197361,17/07/24 16:19,"זכרון לנייח Corsair Vengeance DDR5 32GB 5200MHZ 2X16 C40 KIT
                            

מק""ט: CK5-32520040C2



                            ₪389
                        
1

₪389"
225,198271,25/07/24 13:53,"מסך גיימינג Gigabyte M28U 4K UHD 28 SS IPS 1ms 144Hz HDR 8BITS
                            

מק""ט: GBM-2800



                            ₪1,590
                        
2

₪3,180"
226,199703,07/08/24 10:14,"אל פסק Eaton 5E 900i USB 4 IEC C13 Outlets incl software
                            

מק""ט: ET-5E900U



                            ₪325
                        
1

₪325"
227,200987,16/08/24 14:58,"זיכרון לנייח Crucial 8GB DDR4 3200Mhz CL22 1.2V
                            

מק""ט: CR48320



                            ₪69
                        
1

₪69










                                באנדל חלקים Solid/SAMA 500W H610M DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040"
228,200988,16/08/24 15:31,"מצלמת רשת Genius FaceCam 1000X V2 720P HD Webcam with Microphone
                            

מק""ט: US-1000



                            ₪59
                        
1

₪59










                                סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪69
                        
1

₪69"
229,201155,18/08/24 15:36,"נייד Dell Vostro 3520 15 i3-1215U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14453



                            ₪1,299
                        
1

₪1,299"
230,201634,21/08/24 11:59,"נייד Dell Vostro 3520 15 i3-1215U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14453



                            ₪1,299
                        
1

₪1,299"
231,201666,21/08/24 13:59,"באנדל חלקים Solid/SAMA 500W H610M DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040"
232,202359,27/08/24 00:10,"כרטיס רשת אלחוטי TPLINK TL-WN722N USB
                            

מק""ט: 916032



                            ₪45
                        
1

₪45










                                מתאם DP to HDMI 0.2m
                            

מק""ט: 29202



                            ₪19
                        
1

₪19










                                מתאם HDMI To VGA With Audio Output Adapter
                            

מק""ט: 29212



                            ₪25
                        
1

₪25










                                רמקולים Genius Q160 GRAY USB
                            

מק""ט: US-161



                            ₪29
                        
1

₪29










                                מתאם USB BLUETOOTH 5.0
                            

מק""ט: USBBT5



                            ₪39
                        
1

₪39










                                באנדל חלקים Solid/SAMA 500W H610M DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040










                                זכרון נייד Kingstone DataTraveler Exodia 256GB USB 3.2
                            

מק""ט: KU-DTXM25602



                            ₪59
                        
1

₪59"
233,202954,31/08/24 13:57,"נייד Dell Vostro 3520 15 i3-1215U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14453



                            ₪1,299
                        
1

₪1,299










                                דיסק קשיח 3.5 לנייח WD 8TB Gold Enterprise 256MB Cache 7200RPM
                            

מק""ט: WD8005FRYZ



                            ₪999
                        
1

₪999"
235,205222,14/09/24 22:49,"דיסק פנימי 2.5 Kingston A400 480GB SSD 3D NAND
                            

מק""ט: KING-SSD480A4



                            ₪129
                        
2

₪258










                                מתאם miniDP to HDMI 0.1m
                            

מק""ט: 29210



                            ₪18
                        
1

₪18










                                כבל מאריך USB3 3M
                            

מק""ט: 29263



                            ₪19
                        
2

₪38










                                נייד Dell Vostro 3520 15 i3-1215U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14453



                            ₪1,299
                        
1

₪1,299"
236,205671,16/09/24 22:21,"מסך מחשב Dell SE2722H FHD 75Hz 4-8 Ms VA VGA HDMI 250cd/m2
                            

מק""ט: DLM-SE2722H



                            ₪419
                        
2

₪838"
237,206846,25/09/24 12:20,"רמקולים למחשב USB powered White  Creative Pebble
                            

מק""ט: 18049W



                            ₪83
                        
2

₪166










                                ספק כוח Cooler Master 800W 80 PLUS GOLD none Modular PSU
                            

מק""ט: CLM-P8000



                            ₪319
                        
1

₪319










                                מעבד דור 12 INTEL I7-12700K Tray 12 Cores 5Ghz Unlocked NO FAN
                            

מק""ט: II712700KT



                            ₪940
                        
1

₪940










                                קירור נוזלי Antec SYMPHONY 360 ARGB 115X/1200/1700/2066/AM4 White
                            

מק""ט: AN3-SYM3606



                            ₪299
                        
1

₪299










                                לוח למעבדי אינטל Z790 UD DDR5 ATX LGA1700 DP HDMI TYPE-C Header
                            

מק""ט: 95Z79044



                            ₪719
                        
1

₪719










                                זכרון לנייח Corsair Vengeance RGB 32GB 2X16GB 5600Ghz C36 White
                            

מק""ט: 2CH5325636WK



                            ₪465
                        
1

₪465










                                מארז ANTEC P20C WHITE Mid-Tower E-ATX Gaming Case 3X120MM FAN
                            

מק""ט: AN1-P20CW



                            ₪249
                        
1

₪249










                                כ.רשת אלחוטי פנימי TP-LINK ARCHER T2E AC600 WiFi Dual Band PCI-E
                            

מק""ט: 916058



                            ₪70
                        
1

₪70










                                כרטיס מסך Gigabyte RTX 4060 Ti AERO OC 8GB
                            

מק""ט: GVN40608025



                            ₪1,760
                        
1

₪1,760










                                קורא כרטיסים Netac Card READER WK14 USB3.0+TYPE-C Msd/SD Black
                            

מק""ט: NT-WK14



                            ₪24
                        
2

₪48










                                מצלמת רשת Genius FaceCam Quiet FHD Plus MIC Black
                            

מק""ט: US-5400



                            ₪96
                        
3

₪288










                                דיסק פנימי Kingston KC3000 2048GB NVME Gen4 7000/7000 R/W
                            

מק""ט: KSSD-KC30200



                            ₪499
                        
1

₪499










                                דיסק קשיח 3.5 לנייח WD 8TB Gold Enterprise 256MB Cache 7200RPM
                            

מק""ט: WD8005FRYZ



                            ₪999
                        
1

₪999"
241,207940,07/10/24 11:28,"דיסק פנימי 2.5 Kingston A400 960GB SSD 3D NAND
                            

מק""ט: KING-SSD960A4



                            ₪199
                        
1

₪199










                                עכבר אלחוטי Genius NX-7009 Black
                            

מק""ט: US-7009B



                            ₪15
                        
10

₪250










                                סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪69
                        
1

₪69"
242,208287,09/10/24 00:01,"זיכרון לנייח Crucial 8GB DDR4 3200Mhz CL22 1.2V
                            

מק""ט: CR48320



                            ₪69
                        
1

₪69










                                באנדל חלקים Solid/SAMA 500W H610M DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040"
246,209069,15/10/24 00:47,"קירור נוזלי משולש Antec SYMPHONY 360 ARGB115X/1200/1700/2066/AM4
                            

מק""ט: AN3-SYM3601



                            ₪295
                        
1

₪295










                                מעבד INTEL I7-13700K Tray NO FAN 16 Cores max TDP 253W 5.4Ghz
                            

מק""ט: II713700KT



                            ₪1,330
                        
1

₪1,330










                                דיסק פנימי Samsung 990 PRO 1TB GEN4 up to 7450 read 6900 Write
                            

מק""ט: SSD-SM990P1T



                            ₪399
                        
1

₪399










                                ספק Corsair RM850X SHIFT 80 PLUS Gold Fully Modullar PCIE 5.0
                            

מק""ט: 220-RM85052



                            ₪619
                        
1

₪619










                                מארז ANTEC P20C WHITE Mid-Tower E-ATX Gaming Case 3X120MM FAN
                            

מק""ט: AN1-P20CW



                            ₪249
                        
1

₪249










                                ז. לנייח CORSAIR VENGEANCE RGB 32GB 2x16GB DDR5 6000MHz C36
                            

מק""ט: 2CH53260361



                            ₪444
                        
1

₪444










                                לוח Gigabyte Z790 AORUS ELITE AX-W DDR5 WIFI 6E BT ATX
                            

מק""ט: 95Z79036



                            ₪930
                        
1

₪930"
247,209372,20/10/24 10:25,"נייד Dell Vostro 3520 15 i5-1235U 8GB 256GB NVME FHD 15.6 DOS 3YW
                            

מק""ט: DLN-3520-14686



                            ₪1,499
                        
1

₪1,499










                                כרטיס מסך Gigabyte GeForce RTX 4070 Windforce OC V2 12GB
                            

מק""ט: GVN4070021



                            ₪2,099
                        
1

₪2,099"
248,209771,22/10/24 10:13,"ספק כוח Corsair AX1600i 80 plus Titanium Modular 1600W 14CM
                            

מק""ט: 220-AX1600I



                            ₪1,690
                        
1

₪1,690










                                כרטיס מסך Gigabyte Nvidia RTX 4090 Gaming OC 24GB PCIE4.0
                            

מק""ט: GVN40902401



                            ₪7,300
                        
1

₪7,300










                                לוח Gigabyte Z790 AORUS MASTER PCIE 5.0 10GB Lan WIFI 6E
                            

מק""ט: 95Z79050



                            ₪1,790
                        
1

₪1,790










                                קירור נוזלי משולש Corsair H150 RGB 360mm Liquid CPU Cooler
                            

מק""ט: 215-H15054



                            ₪464
                        
1

₪464










                                דיסק פנימי Samsung 990 PRO 2TB GEN4 up to 7450 read 6900 Write
                            

מק""ט: SSD-SM990P2T



                            ₪633
                        
1

₪633










                                מעבד דור 14 Intel I9-14900K tray 24 Cores Max TDP 253W UHD770
                            

מק""ט: II914900KT



                            ₪1,899
                        
1

₪1,899










                                ז.לנייח Corsair Vengeance DDR5 64GB 2X32 5600MHZ C40 kit BLK
                            

מק""ט: 2CK6456004



                            ₪699
                        
2

₪1,398










                                דיסק פנימי AORUS Gen5 NVME 2TB up to 12400/11800 MB/s Read/Write
                            

מק""ט: 94SSD-AG512200



                            ₪999
                        
1

₪999










                                מארז Antec Performance 1 Silent Full Tower E-ATX Case
                            

מק""ט: AN1-PER1-S



                            ₪499
                        
1

₪499"
251,209955,26/10/24 23:18,"זיכרון לנייח Crucial 8GB DDR4 3200Mhz CL22 1.2V
                            

מק""ט: CR48320



                            ₪69
                        
1

₪69










                                באנדל חלקים Solid/SAMA 500W H610M DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040










                                דיסק פנימי Kingston NV2 1TB NVME GEN 4.0 4X4 M.2 2280
                            

מק""ט: KSSD-SNV2S1000



                            ₪209
                        
1

₪209










                                דיסק פנימי WD Red Plus NAS 2TB HDD 5400RPM 256MB Cache SATA III
                            

מק""ט: WD20EFPX



                            ₪399
                        
1

₪399"
253,210453,28/10/24 23:20,"דיסק קשיח פנימי לנייח WD 1TB Blue 7200rpm 64MB 3.5
                            

מק""ט: WD10EZEX



                            ₪219
                        
1

₪219










                                באנדל חלקים ATX CASE 500W H610M S2H i5-12400 16GB 500NVME
                            

מק""ט: MC-125401



                            ₪1,199
                        
1

₪1,199










                                מתאם רשת אלחטית וEZcool 600Mbps Dual Band USB WIFI Adapter -BT+
                            

מק""ט: 29235



                            ₪50
                        
2

₪100"
254,210595,29/10/24 14:10,"באנדל חלקים Solid/SAMA 500W H610M DDR4 i3-12100 8GB 500NVME
                            

מק""ט: MC-123000



                            ₪1,040
                        
1

₪1,040"
255,210781,30/10/24 14:04,"נייד ASUS VivoBook 14 i5-1235U 16GB 512NVME Intel UHD FHD DOS
                            

מק""ט: ASN-1404-601



                            ₪1,599
                        
1

₪1,599"
256,211038,02/11/24 21:14,"דיסק SanDisk SSD 480GB SATA III PLUS
                            

מק""ט: SSD-SN-410481



                            ₪109
                        
2

₪218










                                נייד ASUS VivoBook 14 i5-1235U 16GB 512NVME Intel UHD FHD DOS
                            

מק""ט: ASN-1404-601



                            ₪1,599
                        
1

₪1,599"
258,215077,25/11/24 20:07,"Solid F272P1 FHD IPS 5ms VGA HDMI Speakers 100HZ Frameless BLK
                            

מק""ט: SLM-F272P1



                            ₪359
                        
1

₪359"
259,216899,08/12/24 01:38,"צורב חיצוני LITE-ON ES1 USB
                            

מק""ט: 22212



                            ₪99
                        
1

₪99










                                מתאם רשת אלחטית וEZcool 600Mbps Dual Band USB WIFI Adapter -BT+
                            

מק""ט: 29235



                            ₪50
                        
2

₪100










                                עכבר אלחוטי Genius NX-7009 Black
                            

מק""ט: US-7009B



                            ₪15
                        
10

₪250










                                מצלמת רשת Genius FaceCam Quiet FHD Plus MIC Black
                            

מק""ט: US-5400



                            ₪75
                        
2

₪150










                                אל פסק Eaton 5E 700i USB 4 IEC C13 Outlets incl software
                            

מק""ט: ET-5E700U



                            ₪275
                        
1

₪275"
260,217414,10/12/24 11:44,"נ. HP250R G9 I3-1315U 8GB 512NVME FHD 15.6 3YOS DOS Dark Silver
                            

מק""ט: HPN-250-A37RQET



                            ₪1,230
                        
1

₪1,230"
261,217991,14/12/24 22:59,"כבל USB למדפסת 1.8 מטר
                            

מק""ט: 29132



                            ₪8
                        
2

₪16










                                סט אלחוטי 3 שפות ASUS CW100 KEY+MOUSE HEBREW ENGLISH RUSSIAN
                            

מק""ט: ASKM-CW100R



                            ₪69
                        
2

₪138










                                נ. HP250R G9 I3-1315U 8GB 512NVME FHD 15.6 3YOS DOS Dark Silver
                            

מק""ט: HPN-250-A37RQET



                            ₪1,230
                        
1

₪1,230"
262,218710,18/12/24 10:29,"נייח Lenovo Tiney Neo 50Q i3-1215U 8GB 512NVME KEYBOARD MOUSE DOS
                            

מק""ט: LND-50Q-4UIV



                            ₪1,199
                        
1

₪1,199"
263,218979,19/12/24 14:41,"זכרון לנייח Corsair Vengeance DDR5 32GB 5200MHZ 2X16 C40 KIT
                            

מק""ט: CK5-32520040C2



                            ₪339
                        
1

₪339










                                מעבד דור i7-12700 Tray 25M Cache up to 4.90 GHZ  12 Intel Core
                            

מק""ט: II712700T



                            ₪870
                        
1

₪870










                                ספק כוח ANTEC CSK 750H Semi Modular 750W 80 PLUS Bronze 120MM Fan
                            

מק""ט: AN2-CSK7500



                            ₪225
                        
1

₪225










                                לוח Gigabyte B760M DS3H AX DDR5 Micro-ATX WIFI6 LGA1700
                            

מק""ט: 95B760520



                            ₪530
                        
1

₪530










                                דיסק פנימי Samsung 990 EVO 1TB PCIE4.0X4/5.0X2 NVME gen 4/5
                            

מק""ט: SSD-SM-V9100



                            ₪299
                        
1

₪299










                                ק.נוזלי Cooler Maste MASTERLIQUID 240L CORE ARGB Black
                            

מק""ט: CLM-L2426



                            ₪229
                        
1

₪229










                                מארז Antec NX292 ARGB Mid Tower E-ATX MB 3X120MM ARGB SIDE GLASS
                            

מק""ט: AN1-NX292-A



                            ₪199
                        
1

₪199"
